"Item","Sentence","MeanEmpirical","MeanPredictedVector","MeanPredictedVectorPred","MeanPredictedFixed","MeanPredictedFV","MeanPredictedFVP"
"20838:36","and so, you know, when i found out some places to take it",2.7,4.25039928368229,3.75444300492281,2.96794806103207,3.65219051858763,3.6130221861821
"20839:32","and, um, like, um, they also take some things at the flower mound dump behind the fire station there,",4.9,3.32372276587523,5.08054559558662,3.6645034293827,3.32229756820544,4.92640619214002
"2100:38","um, it takes some, it  takes some dedication to do it,",2.2,3.74746876795964,2.3112099207993,3.63165760311703,3.1165121103636,2.38622673238156
"21020:14","but, uh, some of the crap that 's on t v nowadays, it's about.",4.7,5.08936094306298,4.76454127674379,4.91157418609553,5.39753335624483,5.03952219190543
"21123:14","i think some of the tones of the, the daily prime time is questionable,",4.9,5.23502922263722,4.94690825728308,5.01982972345382,5.20653668373393,5.11620904082225
"2180:39","so we have, both of us have some money in an i r a that we're also trying  to figure ,",3.5,3.73595698813228,3.34450508698641,3.313264496144,3.48278041103623,3.27282204737237
"2199:135","and they did an analysis  for us based on what we were putting  in and the time frame that we wanted  to look at , and then gave us a good idea back, you know, some good information  back on whether or not we were going  to achieve those goals, and, or not, and what we needed  to do  so that we could achieve them and the money we could put  in at what time.",3.1,3.07072012200267,3.38302071045804,3.86191584423061,3.56401324627529,3.43458925773766
"22018:5","some of them are interested.",6.3,6.11189031204123,6.60084725507154,5.17905362332556,5.68730153792805,6.50292300507963
"22419:43","you didn't get a big kick out of  killing them like some people do.",4.2,4.82325618625264,4.98476003029743,5.84793388045226,5.79213452758359,5.28605702329425
"22630:77","of course what i used  to like  to do  though is go  snorkeling for scallops  in some of the bays, or uh, or oy-, for oysters.",4.2,4.20098672350904,4.78179952030448,5.25532303838373,4.8835687934536,4.94528724018671
"22656:29","so, we thought well, maybe there are some crab in here,",3.2,3.92483980197668,3.16315222783266,3.00919835799801,3.73074566613067,3.04837594853913
"22657:23","we'll try  to catch some crab.",3.2,3.26831089325935,3.16487755904403,3.60832811448664,3.47521042354925,3.17994116300769
"22696:54","i guess the weirdest thing i've ever caught  is, uh, in some of the inlets and the rivers around mumblex delaware.",4.6,4.26133475075495,4.15066513228766,5.02290018747397,4.58497647090848,4.31241413306375
"22799:53","but, um, we kind of thought that maybe they just wanted  to give him some medication to sort of, you know keep him real out of it all the time",2.1,3.82065875147288,3.4149985553052,2.89539637585652,2.55314980820188,3.24521822552126
"22932:13","now there is some really nice ones.",2.6,3.14950474052906,2.6486616474974,4.0812265542907,3.66631044035292,2.85443024197069
"22933:25","there's also, you know, some private ones, you know",4,4.2163282389475,3.64316249412639,3.50392211650186,4.25183174551246,3.61957786307392
"22992:33","and then on the other hand, i've seen some people go into the nursing home and just so happy you know.",5.7,4.34451006278304,5.49093105620461,4.42060535925449,4.63497498778043,5.37416401983281
"23017:54","but i guess once you get ill, then, you know, you really have some problems if you can't get around and do things.",2.2,3.17834900883802,2.46347170650599,3.40600009791507,3.15369586636928,2.49423026510003
"2335:27","well, uh, maybe i am into some things  occasionally that i don't think of  in terms of self improvement.",3.8,4.03094788907549,3.47836598449821,3.52822091080286,3.31859340795476,3.46249918999476
"2345:21","i, uh, have attended some seminars that  had some tapes that  went with them, but, uh, i guess not so much books although they sometimes have manuals and things,",5.1,3.91384435338315,4.9149349829016,3.76578983623549,4.10169728652783,4.8235148960025
"2345:39","i, uh, have attended some seminars that  had some tapes that  went with them, but, uh, i guess not so much books although they sometimes have manuals and things,",3.4,3.91685088005976,4.83629116359024,3.41666594064287,3.85042768828154,4.67826616608101
"23510:57","and let's, you know, let's get rid  of some of this harassment suing.",4.3,5.55990257657971,4.79493279207388,4.84136631205344,5.35329017330126,4.91728387095471
"23630:11","what are some of your favorite foods .",3.9,5.10098634409857,3.97510173401492,4.70012946683175,4.96047451249573,4.19511649267047
"23634:28","i imagine in argentina you've got some great foods.",2.3,2.23585151605904,2.56986018853107,3.76906274873952,2.42098364302038,2.73255680908145
"23641:34","we got, we got what some people call  the best beef in the world.",5.5,3.51381225748282,4.22642932232351,5.49898730136113,4.57975858751545,4.47727441466021
"23861:102","and if you like chinese food, you can take filet of fish and put a little bit of soy sauce and a little bit of sesame oil on top of it and chop some scallions and a little ginger and just cover it with some, uh, waxed paper and steam it just until the fish is done,",3,3.34838506400797,2.42343986472294,3.46652393230359,3.00734667853771,2.4480425897902
"23861:130","and if you like chinese food, you can take filet of fish and put a little bit of soy sauce and a little bit of sesame oil on top of it and chop some scallions and a little ginger and just cover it with some, uh, waxed paper and steam it just until the fish is done,",1.4,3.28927589000233,2.39021275824222,3.42774333238031,3.0333416179373,2.46493404213377
"23951:137","and if you take, uh, little pieces of pork  and you fry them, like little cubes of pork. and you fry them with garlic and a little bit of, couple dashes of hot pepper and then mix some hoi sin sauce with sherry, just a little sherry  to thin it, and stir that in.",4.5,3.48681473434934,3.62978449841226,4.01811931478758,3.58193595364581,3.69806943015421
"23994:24","use the same hoi sin sauce and some of the frozen mixed vegetables.",4.7,3.9835591349321,3.83417428480484,4.35058549306146,4.57922272702689,3.93049673130637
"24055:33","depending upon the field, i know there are some fields which a person should go to the school, that school, all four years ,",5.1,4.13677117087704,4.44760699989671,3.94258933476373,4.17333599704699,4.43231047975436
"24056:22","but i know there are some fields where it's really not necessary .",3.4,3.3259741238539,3.39373687911845,4.15890321172762,3.85425154142515,3.48499926529511
"24192:41","and, um, i also have a good languages background, linguistics. and some psychology.",3.4,3.81977290597961,3.21951157212632,4.68076456934182,4.56949753288633,3.46932365622998
"24388:44","i, i thought maybe you might have had some experience with the, uh, r c one thirty-fives.",2.1,3.57847361170912,2.44592436947236,3.2102515963995,3.24540572742773,2.45977760146395
"24418:16","they actually should do some reading",1.9,4.25226471929935,2.43614058719319,3.27177704700151,3.60678562672439,2.40904496579507
"24421:47","and it, and if it's possible even get some experience at it or at least watch some people do it.",1.9,4.05534725163209,4.21959438414216,3.19597879532662,3.49936497989716,4.06541741258204
"24421:69","and it, and if it's possible even get some experience at it or at least watch some people do it.",4,4.2300052694034,4.26684078704411,4.02231146944232,4.13106745353837,4.15181107127739
"24443:14","there are just some people that i, you know,",4.6,4.45072398924776,4.24690929124484,3.52166729899379,3.95141730575267,4.15861616552528
"2454:46","and where we are  now, what we're doing  is some very big lawsuits that  happen  to have a heck of a lot of boxes of documents.",3.6,4.90287967262326,5.22698803843017,3.68493380564283,4.10482104134915,5.09395489727867
"24580:124","and, and it's and it's based  on, on a perception that someone has  as how a drug user would behave  when some drug users behave, uh, normal , uh, you know.",4,4.61359511626769,4.45561449086602,4.80572340730817,5.01507886178798,4.6486861979957
"24771:51","well, that's really too bad because it, it's giving some people unfair advantage.",5.2,4.60541059184072,5.55356459257136,3.97754507403634,4.26395704406873,5.48390699713802
"24802:122","it's like if, if your father owns a grocery store and you're really interested in that, there's no reason that you should take college prep courses  when you can get some general business courses in high school .",3.3,3.55836611006801,3.24766842050842,3.40881921163744,3.41252896376969,3.22825915863126
"24846:25","and, you know, there's some kids that, you know,  want  to go  learn,",5.4,4.06574282111055,4.73267065678033,3.33542585217622,3.67245828493715,4.56535240599398
"24959:32","maybe we do, we need some more catholic schools,",2,3.71672348970772,1.9366884525061,2.91324808522571,3.07313224193688,1.93798407242306
"24962:14","in, uh, some places, uh, you couldn't go to a public school.",5.6,4.27106277053397,5.12877431254667,3.79091194804993,4.34769784137725,5.03109042704935
"25010:18","uh, we also have some two year college.",2.6,3.17673602310402,2.71183019573833,3.54652263980207,3.25389108811081,2.77811375012664
"25273:85","well, um, oh, i guess another thing i've noticed , too, here lately is that even though we've had some pretty warm days, it's been awfully gray, you know, just,",4.8,3.69397050839083,5.28204786590772,3.6865992154852,3.71980710716521,5.16754897944427
"25479:56","and, uh, we'll get out of the driving range and, and get some interest built  up",2.3,3.54217569046296,2.91819954562236,3.99991332834604,3.30601438928272,2.88754001921926
"25608:31","and then, you know, we've got some guys here that  they are, you know, four and five handicappers",4.1,3.42077769981423,4.23597858682369,3.4422364227644,3.18290560816059,4.11277028695375
"2582:17","well i've seen some people try  to just come in like over the weekend because they want  to use the texteller machine.",4.3,3.70346723107484,4.66570604555748,4.16285892589474,4.19643134953724,4.5770353701964
"26057:49","well, having, having been out of the credit game for some years now, i've gotten used to  either paying in cash or not getting it.",2.5,3.81291274870602,2.42765276480044,3.84539331727076,3.80731775908334,2.55458264020893
"26291:55","and, and, it's, it's limited application in some respects.",5,4.62365985155251,5.15744803389884,3.45394807815475,4.19546209000683,4.98638770807015
"26735:64","and, and that way,  handling it that way they could probably get some results out of it.",3.4,3.70811977394508,3.67188462285917,3.21263572951141,3.06622637378658,3.55291602643355
"26819:29","and, i think, that they could get some results from that, because there are a lot of people who  are volunteer and community minded,",3.5,4.40383336952656,4.47335425541116,3.71329815844552,3.93593815439478,4.36467872756861
"26977:14","i've seen some districts where all the schools are lousy",4.9,5.78101079327609,5.02464005430731,3.18232068493908,4.54291086415802,4.83528448926651
"27056:5","some of them were even better behaved.",6.4,4.94213675858621,6.03691903629713,5.46574744564847,5.58521154778737,6.03077904277365
"27147:10","and consequently some of the very best students were, had excellent memories",4.9,4.81394699096439,4.63222209560663,4.9913239726211,5.28421888965584,4.79725768476511
"2722:7","and some of the patent attorneys have been real casual in their clothes",5.4,4.76223659983022,4.97055750736171,5.5982832593618,5.7409114014371,5.10057342681702
"27330:65","i remembering  reading a few cases about that when it, when some people first tried that",4.4,4.51660481027942,4.16148643376717,4.62970370147864,4.88094911335296,4.19332468764352
"27507:15","and then they wanted some gray to do the,  to do the trim.",2.3,4.07545415873914,2.72406876913281,3.53772776508627,3.41952155635201,2.74893460326718
"2767:14","i've done some of the other speech programs,",5.9,4.68808451861095,5.42377903281049,4.91508537481516,4.81849707858944,5.50682060324881
"27683:75","but the, the interesting thing is that paint we wound up  having  to go back and scrape some of that away",6.1,3.60148582616094,5.9074719050897,5.18966595585435,4.95421397181772,5.96021912502675
"27773:13","i listen to some country and western",5.9,4.31279005207233,5.61690905153317,3.68438553177022,4.24669384538535,5.50484547739975
"27780:99","but when i do play, uh, and begin  to reacquire skills  i inevitably fall in love with country western music which  tends  to be in some ways easy to play  for a, for a new piano player.",5,3.40214035045145,4.03838352350147,3.8283399743238,3.71420314524557,4.04493327038968
"27798:15","but he does have some things.",4.1,2.93263785356974,3.43224216953024,3.76236657221769,3.48762520933702,3.47537108553245
"27799:10","chicago had some things,",3.5,1.30651071060998,3.02648460081521,3.87376510488069,2.32533088202439,3.12340281316485
"27803:45","uh, and i think even electric light orchestra had some, some real, um, influences by classical music",2.5,3.08558239573745,2.54772824348342,3.2400191040287,2.94420678734934,2.55620771559344
"27808:28","i find it  very interesting that some television shows that i enjoy  i particularly like the music.",5.2,4.50667299208948,4.76737832224058,3.83969186501703,4.31680852886799,4.72735538767333
"27864:37","i usually get to the point where i can play some of my favorite themes",6.1,3.80800990152874,5.13055515182281,4.56204131808058,4.37346374834468,5.17817956770604
"28274:4","some kids are really having it.",5.9,4.38881007631762,5.32232463918892,4.80717157734259,4.85231074945066,5.31912059338826
"28335:95","some of the, some of the women's roles, i think , are almost for the worse, because we're losing out on some things,  going back to work,",4.5,4.51416728987501,4.98108035991716,4.25227938860656,4.24638506306205,5.00530408633015
"28597:28","and we, uh, got a quote on some laser printers  the other day at six hundred dollars.",4.4,3.69183564172932,3.5376042483845,3.41108964444416,3.51125620663321,3.49205249314485
"28711:26","and the guys that, some of the guys that  run this place are very tight",5.6,4.82944367032115,5.33155412275607,5.01683241010513,4.82524871905594,5.40668625245527
"28734:50","i used  to do a lot of basketball and running and volleyball until i had some knee surgery last fall.",1.7,2.69605688560195,2.14199845065883,2.5957973856589,2.05872372656257,2.06219597907649
"29177:102","they need  to put some sternness back into the, into the teachers and let them be able  to, uh, get the old whip out and get some discipline.",2.2,3.76070726185613,2.28011672523673,3.65198877720378,3.58755534597883,2.36953808233302
"29177:21","they need  to put some sternness back into the, into the teachers and let them be able  to, uh, get the old whip out and get some discipline.",2.8,3.9496602472998,2.38983809688199,3.68765306445765,3.62714025953444,2.46992395167257
"29180:50","then it comes down to what you said  before though about them being some of the lowest paid public, you know, public service, employees that there are ,",3.7,4.40486380058578,4.47028579016165,4.85160357035331,5.05265125863682,4.57844742597673
"29208:96","goodness gracious, if we would, uh, plan our expressways a little better, that ten dollars for the bridges and the roads, we'd cut that in half and get some teachers",3.4,3.67905709495778,3.02743896951426,4.0593026779304,3.71525498507696,3.14022882858179
"29227:52","i, uh, i think we both agree there's some problems there",2.7,3.11077034987247,2.40838356366876,3.3826816601658,3.42114255937922,2.44894889582087
"29326:35","so here lately with all the middle eastern news we've had some very interesting conversations over lunch.",2.7,3.18944662227088,2.42718316515865,3.07014381128965,3.29132671354982,2.43652204869663
"29385:35","and they go back and forth, where everyone's giving some opinions",2.9,2.78718167770042,2.38011735885578,3.23548469991924,2.75563518529135,2.3926878950573
"29410:26","and, and they shed some light on what  was going on for me.",2.6,2.62547444547894,2.15982505826895,3.75706305365509,3.1466165873469,2.26451824322141
"29416:66","um, it, it, it  was very interesting that it seemed like some of the commentators had their axe to grind , you know,",6.1,4.54503843988746,5.9128552954902,6.31195747657871,6.02907307964913,6.04958312688047
"29611:17","and the other one has some weird ones that i've never heard of .",3.1,3.66369630618229,2.27770266164503,2.82225574017621,2.94660407253368,2.26989751119967
"29678:24","people say let me see some of your work.",3.4,5.25423445142511,3.94684804991593,4.43906668737924,5.10652029992833,4.05027337406043
"30001:7","but some things, especially letters, if they suggest certain colors for letters, i just go with whatever i want  to .",4.8,4.40544264407746,4.63947963753596,4.2784356197196,4.58011969175404,4.61088738475424
"30391:26","we have, you know, used some of it for some personal things.",5.2,3.90481495603283,5.92973772876941,4.66888215924522,4.61642850537923,5.83687078469982
"30391:38","we have, you know, used some of it for some personal things.",4.8,3.86783693003706,6.01767843165885,3.28441633895496,3.37306416083513,5.7743055103392
"30428:73","then, you know, then, we thought, well we can use it for, you know, some personal things.",4.1,3.34106989165454,4.7670464607592,3.90628830671712,3.70000859617868,4.73157094236001
"30438:27","and, you know, it's got some stuff on it.",3.9,3.24484702013283,3.28252311609774,3.54193934537924,3.28139295777878,3.25894748952546
"30439:48","it's got a nice little word processing software on it, you know, and some budgeting type things and stuff.",3.6,3.40579057013541,3.42974670738636,3.39264363188523,3.44664219954315,3.38390599176429
"30493:38","there are some definitely, some, some advantages to it.",2.5,3.19902550972105,2.62772113157607,3.58582130751036,3.30995724370361,2.66062041674026
"30504:13","and we have some education programs that he likes .",4.1,3.75961780398495,4.09384709743683,3.60594156306505,3.69772754819902,4.07855949516003
"30596:33","i mean, and then of course you have some changes to make , and do the whole thing over.",2.9,3.6407361953842,3.59587815743985,3.44723635008949,3.20598500154124,3.56992836600934
"30872:58","it was really, i mean the hollywood really must think there's some real dummies out there or something.",2.4,3.25700568483839,2.52757766137446,3.5237062852562,3.16125960488072,2.61485001305579
"30987:12","but they changed some things in the movie.",5.2,4.26353175341437,4.71291221085118,3.65259225892528,4.27516156345134,4.62907924291917
"31080:59","in some of those, you know, they, i guess they retitled some movies that  were going  to be about lebanese and, and, you know, and, and americans",5,4.55170079878499,5.76497623608698,4.06417947517258,4.25279617205482,5.70357271512589
"31080:8","in some of those, you know, they, i guess they retitled some movies that  were going  to be about lebanese and, and, you know, and, and americans",5.3,4.49762580034498,5.61140098313979,5.93582987102116,5.8729089850173,5.78157932700916
"31180:170","and, uh, you know, i, i've, in hindsight, seen some things that i wished that, you know, i had done something about  that  was, you know, within my power or, uh, you know, wish that in some ways we, as parents, had more control over what 's happening up there, you know, type thing.",3.7,3.52982675423031,3.41751536539125,3.64231444622084,3.64854791832766,3.41118504360595
"31180:58","and, uh, you know, i, i've, in hindsight, seen some things that i wished that, you know, i had done something about  that  was, you know, within my power or, uh, you know, wish that in some ways we, as parents, had more control over what 's happening up there, you know, type thing.",4,3.62186127997335,3.53659835264282,3.67292531069897,3.66365460352776,3.53418859683264
"31195:47","but, uh, still i, i questioned the ability of some of the teachers to, uh, really do a bang-up job,",5.6,4.87870170040178,4.94704980247617,5.1370751468752,5.19874697267949,5.08565356682338
"31254:36","and i would imagine their learning disabilities are quite large in some cases.",5.7,5.13319345207802,6.32036466871241,4.17843221591879,4.87945557276008,6.14525883783231
"31271:110","are the rest of us who  went for the big bucks, you know, staying out of, you know, where maybe we should be kind of socially obligated  to spend some time  teaching or something with these kids .",3.8,4.53868247085604,3.27709988786709,2.95309710570033,3.4031512994051,3.14391139584898
"31278:24","maybe there need  to be some radical changes made.",2.8,1.83806935664917,2.91308719492156,3.38155200441886,2.26065521431249,2.95510678333998
"31279:10","do some things that  are totally different and unheard of.",4.3,5.28255783894858,4.78842303436276,3.9295509448932,4.23231008339213,4.75809235302824
"31317:82","and while it had, you know, a few little grammatical problems, it wasn't very long and so forth. i thought it had some nice, well thought out, uh, parts to it.",3.9,3.55459476849484,3.18005902813143,4.13727622727833,3.82111016047956,3.2973197007139
"31480:39","but i would think that, um, that some guidelines could be set  up to avoid that.",3.3,3.5606198499923,3.42945146187151,4.44687561504692,4.0108842457848,3.51483022156714
"31489:41","on the other hand, um, i think there's certainly some professions that  ought  to be tested  because of the, of their responsibility for the public welfare, and certainly people in, uh, industries, well, the transportation industry, for spe-, uh, you know, specifically.",5.4,4.81731749071002,4.91428824812783,3.29605895929825,3.84535820263821,4.71276449831947
"31533:12","and it takes some drastic steps at this point.",2.5,1.92364040950054,2.25145318416195,3.63119368570069,2.4126364103426,2.40349490454989
"31917:13","and we made some really nice christmas wreaths with, uh, dried red flowers and dried white flowers and, uh, eucalyptus.",2.3,2.07573506486372,2.98660144959961,2.68474822693497,2.27953009349929,2.84423238331926
"31987:28","you know, after a while you make some stuff,",1.7,3.48910982981947,2.05323891436385,3.38824472762337,3.28529849532618,2.11857096543928
"32005:38","and his, uh, son built him a garage and got him some, uh, oh, i don't know what the equipment's called  , but planers and things and s-, set him up,",2,2.84780921950902,2.06341691675521,3.41860396782356,2.93609774579137,2.16536720839335
"32071:143","and, uh, so, and, uh, so as far as, you know, planting outdoor stuff, matter of fact, tonight i just got through, i was planting some, some trees out back tonight,",2,2.8643339325434,2.31967163756252,3.01282345643531,2.64797688301337,2.22670427646918
"3209:48","so, so then we got, we got some same things because,",3.6,2.8398846739393,3.3440285424105,3.89403524500467,3.34352649038965,3.48090903361615
"3226:17","like, give me some examples.",2.3,3.32973551418514,2.31319177925553,2.63161050565764,2.79325358771757,2.19662324408893
"32577:19","next year i was planting some broccoli and, and some of those, they're called  cabbage,  cabbage loppers, or whatever.",3,2.72674854996419,2.86890103211691,3.11517535255614,2.65086788900145,2.79206305607471
"32577:41","next year i was planting some broccoli and, and some of those, they're called  cabbage,  cabbage loppers, or whatever.",3.9,2.6945757246806,2.919849809815,4.5077382083431,3.91638499746288,3.09156075712593
"32704:46","when we had our pool done   i had them to leave some extra loam, you know, for my garden",4,3.34560842344577,3.64460807721868,3.33141431774156,3.33415992853372,3.56094025611552
"32809:15","and i've got some radishes up,",4.1,2.48547442279865,3.37933170189495,3.19939657506037,2.24928237053247,3.29327057071494
"32931:10","we planted some yellow peppers this year.",3,3.80758145012105,3.20645510432126,3.37128685302277,3.42727137712288,3.16321042193695
"32942:10","they have some little buds on them",2.5,3.02287157406059,2.95383376748101,2.91536572682939,2.41099152598853,2.84961927619013
"32953:16","and i've got some broccoli, uh, onions some, some radishes and, uh, uh, beets.",2.9,3.0436475344637,2.98679674482514,3.12388895126077,2.60635315803511,2.88986782811165
"32953:43","and i've got some broccoli, uh, onions some, some radishes and, uh, uh, beets.",2.5,3.13605997436169,3.05075138077845,3.20932245378611,2.70393474314982,2.96140062659532
"32957:13","we've got some beets,",3.7,1.60378532163896,3.33405698546854,3.26370702347229,1.64487438062867,3.24002035425964
"3297:34","that's, that's what some people call like  really heavy metal.",6.3,4.89022360648608,6.39139755631714,5.57928596383717,5.98718399735013,6.46039001138822
"32977:37","it takes a, yeah, it does take some space.",3.6,3.83916618002944,2.46532940260123,3.62615855605612,3.7521334817868,2.51882192329715
"32983:19","mumblex and i've got some tomatoes still growing, in, in containers,",2.9,3.81602836437252,2.77959136781055,3.71328961916274,4.11419273648601,2.73590929401521
"33002:13","we've got some good, um, um, hybrid burpee uh uh, pickler cucumbers",3.2,1.98626650041698,2.94055414673308,3.21048864443846,2.02250978466617,2.93572861305253
"33143:60","but there's, uh, they're a pain to peel  for some people.",5.7,3.49727454899564,4.04045540626859,4.08174463991613,3.7225951046403,4.0628617520633
"33291:14","make hot dogs or some potato chips",1.8,2.34911374586279,2.82678324991808,2.75209885644538,2.49493007654295,2.70838090268219
"33345:49","one of the unique things in this it's like a pound of ground beef some bread crumbs um an egg um whatever seasonings",1.9,2.81790903773772,2.40128705579337,2.94138291612116,2.30117056929284,2.38773738567383
"33466:11","i got some interesting information about crawfish",2.5,2.00640065713602,2.3021667362827,2.86648647950771,2.25686649326969,2.26698343936505
"3372:16","they came up with some pretty weird stuff after that.",2.2,2.85026465119617,2.53914684684099,3.45472214795006,3.01289551319497,2.60688864840587
"33859:9","there some things i'd like  to try ,",3.8,3.1533300290353,2.99765375985962,3.16862353032757,3.02680708860724,2.9677468704606
"34149:38","you can go down and shoot up against a sand bag and some targets and have, uh, competition.",2.4,3.10807260812274,2.96403973483071,3.24717474230317,3.19936088274801,2.89858465161859
"34501:47","but it was on a higher level, you know, where there were some things that kids didn't understand  that adults did  ,",5.2,4.09423590025056,4.78417442677703,3.28557362221539,3.61838250051136,4.64386897617774
"35085:21","you know, you watch some of the cartoons,",5.2,5.58505003028333,5.89649365602158,5.26557468370584,5.46880429271533,5.91936763034287
"35130:35","i sit, i sit and watch some shows,",4.7,3.94459252984893,4.33624844145408,3.69184538235708,3.79731169899781,4.28425422065827
"35565:48","and, uh, if i consider  going the used car route and save up some money, i shouldn't have too much trouble at all.",2.9,3.55658007403712,2.54126359701734,3.58998071933719,3.34138595094901,2.57466985449329
"35576:25","and i was picking up, uh, some background noise,",2.9,2.94331380912295,2.03880961373878,2.90032814062025,2.90294919495086,2.01053721588548
"35674:29","and so she's going  to get some money for that and take some money from the bank and then try  to make as much down payment as possible  to keep the monthly payment low.",3,3.31820317513215,3.14607717536825,3.56831557576507,3.12373234318198,3.12721900846345
"35674:45","and so she's going  to get some money for that and take some money from the bank and then try  to make as much down payment as possible  to keep the monthly payment low.",5.6,3.3265284145418,3.11904787055353,3.4751095722978,3.07734963522699,3.0909501970643
"362:44","that's just a matter of defining priorities, i guess or some priorities anyway.",5,4.77281187088241,3.45860058533156,4.03961629081999,4.46277199825052,3.54390156564934
"36312:38","i think youngsters ought  to go out and do some public service,",2.6,4.43437054647505,3.12939375623909,3.33626833535791,3.64709805132566,3.09754508832177
"36420:35","we've, uh, just save the fees and buy some of our own equipment.",5.3,4.67583547408638,4.95468425902346,4.98754632296252,5.14206019789377,5.15098494809375
"36600:32","and we were hoping, uh,  to do some camping in the van, um,",3.3,3.7727802902474,3.21751493109556,3.54195364215891,3.52291098192908,3.18615941988512
"36611:16","um, up here some of the state parks are really nice",5.8,4.03596916848811,3.90035772873992,5.27889867789592,4.77542359956846,4.22239324320497
"36612:7","and some of them aren't,",4.7,5.52954650369645,5.21343334401729,5.41080206258532,5.27005598841147,5.2228268007798
"36613:5","some of them are pretty rough.",6.5,5.9808666102889,6.76311170209365,5.18405402823015,5.60751194438386,6.64839907992127
"36621:7","but some of them are really nice",5.5,4.54536428388031,5.63618620790519,5.2222354939705,4.91158297886297,5.61593925297089
"36737:8","just some of them are known",5.4,5.80956059179466,6.29263604011743,5.59198424753297,5.586266708018,6.26700892909004
"36918:34","i mean some, i think some people that  had fairly sturdy, um, vehicles or whatever if they had like a winnebago or something and they were farther in away from the water, i think they stayed.",5.6,4.50028049001477,5.98522093425372,4.88943479586627,4.83981529515737,5.85279388071091
"37224:9","but in some ways i think we are expected  to do it all.",3.8,4.13322335549104,3.93387330695627,4.17471405148366,4.35142436226992,4.0250130527387
"37263:24","i mean, i've done some of both.",2.6,5.35050166942244,4.08951880387826,4.98879771030419,5.35447083722279,4.24645091515205
"37283:73","but, uh, even now, i would, i would like  to not have  to work in some ways.",4,3.82449498678766,4.07913488138818,3.85548046239414,4.07351615062844,4.09788639707114
"37349:44","i, well i see, i think  some people wanting  to stay home more and take care of the children.",5.7,4.93630451291705,5.23820071271123,4.99223681867918,5.14566651323359,5.22267510077745
"37616:97","it seems that what you really need  to do   to win though, is to have a team that  has reasonable talent and has some people that  have, have, have real breakthrough years.",3.2,3.05569171545703,3.2597560792181,3.65562286432254,3.17731466281846,3.31131104358678
"37768:13","cause i did some teaching part-time",2.6,3.58851868047708,3.30925609113485,3.26082816591477,3.63375190226184,3.19607719162831
"37846:61","not if you can read or write, or do, or un-, understand some science.",3.6,3.61586397170515,3.50395833118143,3.46713798736405,3.56602417448183,3.49344188903711
"3798:43","and, uh, there's, uh, there's some petting, you know, like, uh, uh,",2.7,3.08896241621396,3.11538239932135,3.69508443954946,3.62158418645009,3.12143245189489
"38055:13","and i process some ratings and put, do graphics for their television stations, mumblex their clients,",4.7,4.1704741319144,4.88519773831367,3.35513442724234,3.92098655166547,4.73647181606371
"38063:54","it's basically just data entry and running, you know, some, some software",2.1,4.0014618477087,2.50703249305043,3.29983293116265,3.60039946515604,2.49687677521441
"38581:37","but that has a little bit  to do with some of the things that i read .",4.4,3.99047251924423,5.09020683505456,4.79545662456565,4.59654808610931,5.20687932424507
"38592:10","right now some of the things i'm working with  are kids that  are dealing with sexual abuse,",5.2,4.77063604071363,5.35939522794202,5.30939743122843,5.6848343921482,5.54411797716879
"38641:36","i've always wanted  to go back and read some of my literature texts from college um, because i enjoyed some of those stories so much,",3.8,3.84756394177193,4.51443457986739,3.87102417374525,3.94616406324107,4.44804909639891
"38641:72","i've always wanted  to go back and read some of my literature texts from college um, because i enjoyed some of those stories so much,",4.8,4.19955973416094,4.73160861757973,4.57880309643732,4.50153930411981,4.7784289778459
"38651:29","um, i trying  to think of some of my other favorite books,",4,5.18609618517644,5.04817405654065,4.88742778554242,5.0983998642082,5.04702437668552
"3878:16","well i've gotten some good ideas from you.",2.1,2.40272558681248,2.94832116284412,3.48809269884461,2.82694243247056,2.9805035068775
"38792:27","it's a lot about spiritual warfare and some things like that.",3.5,2.9739544211286,3.56171992806433,2.88147096915129,2.63480371978148,3.40785327996921
"38844:23","i do do some crafts like it mentioned in the thing,",4.4,4.47483841344906,4.71159534635505,3.65022643998778,4.03715816600359,4.60180251610995
"38898:13","and i did some of that.",4.2,4.4756994752454,4.75390119888186,4.75149140750297,4.56365086593539,4.8501254469416
"38919:40","i've, i've, uh, made some small things, cross stitch things.",2.9,3.09061037565063,3.40097521574303,3.43257161771274,3.22840918873999,3.31655258282407
"38927:18","but i have recently done some cross stitch.",2.2,2.72419936867491,2.35776605141706,3.02628632311595,3.19196223942972,2.35486090209924
"38936:13","i've done some cross, um, cross stitch,",3.6,2.89837778803062,3.24768313428047,3.23239075299642,2.68926907670361,3.19076576624742
"38947:33","i was, i was making some little things for christmas,",2.6,2.68218782185025,3.13603320946364,3.82746052516933,3.08552691202151,3.21537964893234
"38978:27","and i thought i better  do some simple things and work up to this because it  was just so difficult to get it done .",3.5,3.82282668065182,3.85147271582308,3.83150309432662,3.62136685221019,3.83647494638507
"38991:16","and i've done some of the crewel and the, um something similar to that",4.5,4.47444187175473,4.51094776158677,4.92151078548722,4.63894932603028,4.54993406056179
"39025:60","and whenever i go  visit my parents , they're always saying, well, bring some of your tapes.",5.1,4.68924562497591,4.70030445861943,4.72811993894756,5.35537962856866,4.76502774895823
"39035:20","and they said, bring some tapes with you.",3.5,3.38535941242442,3.36878360259429,3.32250988852839,3.70489654265723,3.29877264574597
