Item_ID	Vector_Representation
57861:27	0.04166786000132561,0.3262644410133362,0.4849657416343689,-0.3653549253940582,-0.2748989164829254,0.13231338560581207,-0.1781877875328064,0.1846114993095398,0.0342760793864727,-0.048933085054159164,0.3496488630771637,0.14417493343353271,0.25921860337257385,0.023716198280453682,0.07354311645030975,-0.4280256927013397,0.038239236921072006,0.23396164178848267,-0.4330410361289978,0.3749910593032837,0.2874130308628082,0.2750585675239563,0.07423195987939835,-0.08812952041625977,0.12678304314613342,-0.011585375294089317,-0.0818261206150055,-0.6284076571464539,0.06577593088150024,-0.3018336892127991,-0.10813623666763306,0.4703563153743744,0.06900031119585037,0.010860410518944263,0.029991643503308296,0.26679331064224243,-0.07352674752473831,0.34263667464256287,0.07804699242115021,-0.22738245129585266,-0.39921703934669495,-0.24852176010608673,0.11308877170085907,-0.4548224210739136,-0.3189907670021057,-0.03550891950726509,0.25190794467926025,-0.3982524275779724,-0.14311523735523224,-0.8854453563690186,0.014229788444936275,-0.033785130828619,0.2248932272195816,0.9562940001487732,-0.38222700357437134,-2.3337202072143555,0.026244737207889557,-0.13027164340019226,1.4815795421600342,0.4985388517379761,-0.02438337728381157,0.8825344443321228,-0.4185088574886322,0.0347980298101902,0.6909762620925903,0.06909951567649841,0.644096851348877,0.37517741322517395,0.05943745747208595,-0.18319787085056305,0.21763408184051514,-0.3267956078052521,-0.08784051239490509,-0.35518813133239746,0.17752812802791595,0.10404367744922638,-0.0017713061533868313,0.059565261006355286,-0.7894591689109802,0.06024647504091263,0.6280797123908997,-0.023729579523205757,-0.5708682537078857,0.10014079511165619,-1.460479974746704,-0.17134225368499756,-0.041748031973838806,-0.3087213337421417,-0.34778934717178345,-0.3844796121120453,-0.026721345260739326,-0.16112536191940308,0.08495437353849411,0.02809903956949711,-0.5878192782402039,-0.012215242721140385,-0.16827937960624695,-0.27601057291030884,0.4422551095485687,0.30308181047439575
57998:87	-0.15047433972358704,0.3505493700504303,0.35721373558044434,-0.31821557879447937,-0.15133045613765717,0.12972491979599,-0.291658878326416,0.19240722060203552,-0.12845495343208313,-0.05998528003692627,0.18573085963726044,0.010919344611465931,0.26452937722206116,0.14926746487617493,0.17298372089862823,-0.3033830523490906,-0.007471540477126837,0.2039957046508789,-0.37943917512893677,0.1928563117980957,0.2425573617219925,0.08827268332242966,0.2651556134223938,-0.0741659551858902,0.07508520781993866,0.02683904394507408,-0.11641113460063934,-0.5200178623199463,-0.005923178978264332,-0.16746653616428375,-0.06334221363067627,0.4122922420501709,-0.05166270583868027,-0.01947767473757267,-0.06069689989089966,0.3381732106208801,0.07690654695034027,0.2706443667411804,-0.15370063483715057,-0.09482549130916595,-0.5651270151138306,-0.3285341262817383,0.1835443079471588,-0.46802693605422974,-0.2530536651611328,0.043770309537649155,0.13278977572917938,-0.2960011959075928,-0.12320469319820404,-0.7963706254959106,0.013334004208445549,-0.050291866064071655,-0.18431612849235535,1.0519611835479736,-0.25780045986175537,-2.236942768096924,0.1557755023241043,-0.19805361330509186,1.5699485540390015,0.5783438086509705,-0.0469912514090538,0.774937629699707,-0.24488255381584167,0.11922180652618408,0.7930784225463867,0.05388092249631882,0.4836309552192688,0.3731280565261841,0.22702749073505402,-0.36687588691711426,0.0367068350315094,-0.40643587708473206,-0.1353086531162262,-0.31297919154167175,0.174042209982872,0.12086355686187744,-0.30706143379211426,0.028001710772514343,-0.8157173991203308,-0.04054531455039978,0.6267318725585938,0.0736602395772934,-0.4856889247894287,0.2439916431903839,-1.634412407875061,-0.1923605352640152,-0.017642775550484657,-0.0842893123626709,-0.2769410312175751,-0.39099961519241333,-0.14872442185878754,-0.21062102913856506,-0.1385876089334488,0.02807394601404667,-0.7454169988632202,-0.043986666947603226,-0.21707305312156677,-0.2652691602706909,0.607882022857666,0.3273333013057709
58800:5	-0.14929215610027313,0.2013300061225891,0.6893667578697205,-0.43194833397865295,-0.10411133617162704,0.2588721513748169,-0.24262283742427826,0.032686665654182434,-0.3982718288898468,-0.04512883350253105,0.17248500883579254,-0.00977083295583725,0.2693450152873993,0.08455818146467209,0.25876349210739136,-0.23313701152801514,0.165657177567482,0.06530632823705673,0.01373616885393858,0.4489400088787079,0.19927382469177246,0.1074286699295044,0.11865983158349991,-0.28739985823631287,0.18022499978542328,-0.08256832510232925,0.0068118274211883545,-0.45668497681617737,-0.2114918977022171,-0.25737765431404114,-0.16768015921115875,0.33137449622154236,0.09197167307138443,-0.021421832963824272,-0.009586487896740437,0.1734888106584549,1.003344891614688e-06,0.36234501004219055,0.06483402848243713,-0.18641817569732666,-0.48455914855003357,-0.2783316671848297,0.24969834089279175,-0.520235002040863,-0.1265161633491516,-0.042321670800447464,0.29277366399765015,-0.3280433118343353,-0.13660766184329987,-0.6758949756622314,0.15547315776348114,-0.11633533239364624,0.035173337906599045,0.997178316116333,-0.3855609893798828,-2.610150098800659,0.044984668493270874,-0.08707665652036667,1.7117500305175781,0.45971834659576416,0.02890833280980587,0.9869533181190491,-0.24447749555110931,0.18288584053516388,0.8564832806587219,-0.07681982964277267,0.6847825050354004,0.14407916367053986,0.25551798939704895,-0.353811651468277,0.14710049331188202,-0.21686184406280518,-0.0797399953007698,-0.08692482858896255,0.3580549955368042,0.26022499799728394,-0.1076098382472992,0.002807334065437317,-0.9623271822929382,0.11390066146850586,0.5507155060768127,0.2115841656923294,-0.5876867175102234,0.0981900617480278,-1.4759999513626099,-0.01683383248746395,-0.10152467340230942,-0.2819496691226959,-0.017619987949728966,-0.4589499533176422,0.011120982468128204,-0.10756450146436691,-0.20735633373260498,0.2289549857378006,-0.5561485290527344,-0.13808000087738037,-0.38908815383911133,-0.5061650276184082,0.6876550316810608,0.642383337020874
58962:27	-0.19107294082641602,0.31580814719200134,0.5105747580528259,-0.3038361370563507,-0.10301727056503296,0.39437296986579895,-0.2865445017814636,0.10827585309743881,-0.044991202652454376,-0.02539856918156147,0.2743653655052185,0.1700514853000641,0.2245934158563614,0.08853892982006073,0.16418185830116272,-0.3043966293334961,0.16557590663433075,0.253864586353302,-0.5180037617683411,0.36151909828186035,0.3060849606990814,0.0005115739186294377,0.1143084391951561,-0.16428521275520325,0.10579454153776169,0.0029716414865106344,-0.15943129360675812,-0.48072195053100586,0.20140168070793152,-0.34301137924194336,-0.10968927294015884,0.5558308959007263,0.08517073094844818,0.029396848753094673,-0.19631575047969818,0.31064796447753906,-0.08737484365701675,0.18078579008579254,-0.05741742253303528,-0.19737018644809723,-0.5050036311149597,-0.23659896850585938,0.0464046411216259,-0.5729164481163025,-0.2277355045080185,0.05799785628914833,0.020514432340860367,-0.4033892750740051,-0.06908164173364639,-0.8254521489143372,-0.0833560973405838,0.07261030375957489,0.05739586427807808,1.0517486333847046,-0.2703518569469452,-2.234140634536743,0.03865861892700195,-0.16706857085227966,1.5713449716567993,0.47565799951553345,-0.09759978204965591,0.8468841314315796,-0.26401492953300476,0.18196257948875427,0.6836135983467102,0.0052246940322220325,0.6018761396408081,0.35627102851867676,-0.018954351544380188,-0.2992488443851471,-0.09748692065477371,-0.34654662013053894,-0.1409030705690384,-0.46674445271492004,0.3679351806640625,0.19250456988811493,-0.35918980836868286,-0.2526490092277527,-0.6066445708274841,-0.015720495954155922,0.6280719637870789,0.04992792755365372,-0.8001886010169983,0.18532148003578186,-1.284082055091858,-0.2362557202577591,0.057645879685878754,-0.019027147442102432,0.045222360640764236,-0.34258031845092773,0.05132493004202843,-0.1884659081697464,-0.10386893898248672,-0.1237427219748497,-0.47930774092674255,-0.27498704195022583,-0.22560752928256989,-0.2139914333820343,0.4551885426044464,0.2812419533729553
59544:10	-0.01941085234284401,0.1998249590396881,0.2842230200767517,-0.1683625876903534,0.13491030037403107,-0.024752464145421982,-0.39737430214881897,0.08052713423967361,-0.1952001303434372,-0.037698712199926376,0.3092828392982483,-0.0937054306268692,0.18626999855041504,0.06086071953177452,0.1533418446779251,-0.38818857073783875,0.11495857685804367,0.10643628984689713,-0.21207758784294128,0.19906142354011536,0.25239673256874084,-0.011366857215762138,0.2631928622722626,-0.01470086071640253,0.1392614245414734,-0.22475144267082214,-0.05170172080397606,-0.3612000048160553,-0.05541107431054115,-0.27041998505592346,0.08044414967298508,0.3738638758659363,-0.1267985701560974,-0.1381630003452301,-0.041698575019836426,0.1765204221010208,0.2327537089586258,0.24240930378437042,-0.12605029344558716,-0.09556328505277634,-0.5038899779319763,-0.5124056935310364,-0.0006067412323318422,-0.33864814043045044,-0.010069712996482849,0.15926413238048553,0.22817058861255646,-0.18740856647491455,0.013848716393113136,-0.6210342645645142,-0.1601569950580597,0.09986957162618637,-0.026202857494354248,1.0724300146102905,-0.25533702969551086,-2.4036571979522705,-0.07965629547834396,-0.36505743861198425,1.7331571578979492,0.6453131437301636,-0.05287228152155876,0.8078725934028625,-0.07918429374694824,0.5079428553581238,0.6997286081314087,-0.11379977315664291,0.44179362058639526,0.35212355852127075,0.4846203029155731,-0.11855857074260712,-0.01713542267680168,-0.22925730049610138,-0.28402456641197205,-0.2769697308540344,0.11497986316680908,0.13671328127384186,-0.14728669822216034,-0.05645943060517311,-0.9619370698928833,0.11381543427705765,0.9027199745178223,0.0862392857670784,-0.5434285402297974,0.2576596140861511,-1.5692713260650635,-0.2915000021457672,-0.008690223097801208,-0.353779137134552,0.021292859688401222,-0.4350028336048126,0.019524574279785156,-0.24175956845283508,-0.34019285440444946,-0.008457140997052193,-0.7608200311660767,-0.047332558780908585,-0.32162874937057495,-0.1942928582429886,0.8362323045730591,0.27125656604766846
59652:37	-0.009065999649465084,0.22539672255516052,0.32893919944763184,-0.2979893386363983,-0.08405585587024689,0.07310020178556442,0.026828434318304062,0.21779754757881165,0.14454399049282074,0.1683308631181717,0.06383936107158661,0.10102140158414841,0.3043186664581299,0.056027207523584366,0.16900143027305603,-0.30123451352119446,0.03196999430656433,0.19661200046539307,-0.45238733291625977,0.05377734452486038,0.2392081469297409,-0.10315163433551788,0.15706737339496613,-0.10126900672912598,0.25313010811805725,-0.016807878389954567,-0.33881059288978577,-0.5145803093910217,-0.0502520389854908,-0.11766599863767624,-0.05726506933569908,0.5938062071800232,-0.21978935599327087,0.14701084792613983,0.10739429295063019,0.07186279445886612,-0.04766613990068436,0.14411215484142303,-0.024884071201086044,-0.03222651034593582,-0.5826235413551331,-0.18304534256458282,0.3001368045806885,-0.5805020928382874,-0.07016336172819138,-0.09256228059530258,0.4144367575645447,-0.4699395000934601,-0.06021392345428467,-0.9236799478530884,0.011229713447391987,-0.10057442635297775,0.10367172211408615,1.2008386850357056,-0.0296839140355587,-2.350614070892334,0.04226335883140564,-0.3078102171421051,1.3945478200912476,0.764545738697052,0.029939210042357445,0.7115206718444824,-0.30582788586616516,0.26985710859298706,0.8000385165214539,-0.21102283895015717,0.5477085709571838,0.18139700591564178,0.13637042045593262,-0.10659714788198471,-0.007261723279953003,-0.4907909035682678,0.05310100317001343,-0.3208317458629608,0.17042122781276703,0.09672392159700394,-0.138398215174675,0.03417471423745155,-1.043251395225525,0.0148246418684721,0.8760797381401062,-0.06138717010617256,-0.5174643397331238,-0.05569497123360634,-1.5815694332122803,-0.32143285870552063,0.26601991057395935,-0.06394243240356445,-0.3408335745334625,-0.5035857558250427,-0.19882336258888245,-0.24218221008777618,-0.021323218941688538,0.06949835270643234,-0.4241413474082947,0.08380000293254852,-0.1830461174249649,-0.26392239332199097,0.5924728512763977,0.1979685127735138
59895:11	0.19386984407901764,0.0032727543730288744,0.3054092824459076,-0.12676984071731567,0.1371815949678421,0.2589910626411438,0.06719932705163956,0.14279232919216156,-0.04714900627732277,0.2483484148979187,0.26529091596603394,0.11048513650894165,0.2216716855764389,0.15388233959674835,0.16062502562999725,-0.2555200755596161,0.25254350900650024,-0.052104245871305466,-0.2819635570049286,0.19057118892669678,0.4950694143772125,0.04177173599600792,0.3161914646625519,-0.05075925588607788,0.20083381235599518,-0.04280069097876549,0.039305657148361206,-0.41464003920555115,0.03849111124873161,-0.050492819398641586,0.11087092012166977,0.5629599094390869,-0.14743100106716156,0.17427991330623627,-0.06112582981586456,0.15173999965190887,0.08846771717071533,0.2500245273113251,-0.16686607897281647,-0.05635674670338631,-0.5326800346374512,-0.1875208020210266,0.4664657413959503,-0.42716383934020996,0.023889249190688133,0.03298170119524002,0.32899031043052673,-0.6152974963188171,0.10262375324964523,-0.6189733147621155,-0.003967414144426584,-0.012807914055883884,0.1637151837348938,1.087785005569458,-0.5266050100326538,-2.2091708183288574,-0.29038113355636597,-0.27324163913726807,1.4670583009719849,0.6191979050636292,0.0859040841460228,0.6344658732414246,-0.18630702793598175,0.18818484246730804,0.5690841674804688,-0.2541091740131378,0.7263258099555969,0.20358891785144806,0.396444171667099,-0.043693337589502335,-0.019084244966506958,-0.2906527519226074,-0.17007116973400116,-0.1423482447862625,0.0700337141752243,0.09181573987007141,-0.08510607481002808,0.09099367260932922,-1.1775217056274414,0.24326850473880768,0.6944391131401062,0.06614333391189575,-0.5961446762084961,0.1759478598833084,-1.3071900606155396,-0.3914516866207123,0.09263366460800171,-0.27344080805778503,-0.3002041280269623,-0.37183091044425964,-0.21398501098155975,-0.33311566710472107,-0.19795668125152588,0.07418358325958252,-0.49347078800201416,-0.12421783059835434,-0.3066660761833191,-0.2849399745464325,0.5128350257873535,0.17714440822601318
59953:42	-0.08053255081176758,0.19259656965732574,0.5316958427429199,-0.3169668912887573,-0.3456538915634155,0.1640494465827942,-0.2550540566444397,0.18513506650924683,-0.014897902496159077,-0.04594644531607628,0.061577942222356796,0.22786100208759308,0.32032763957977295,-0.0775996744632721,0.14270910620689392,-0.28363367915153503,0.027619436383247375,0.2820436656475067,-0.498782217502594,0.3742903470993042,0.223775252699852,-0.09793577343225479,0.11902512609958649,-0.29319313168525696,0.11765149980783463,-0.011608992703258991,-0.00918575283139944,-0.6216471791267395,0.11346052587032318,-0.393989235162735,0.14277462661266327,0.6034287810325623,0.0430864542722702,0.05747654661536217,-0.02028472162783146,0.24187594652175903,0.04575145244598389,0.31501305103302,0.16506755352020264,-0.2740790843963623,-0.553525984287262,-0.22455716133117676,0.23763619363307953,-0.5209449529647827,-0.22822755575180054,-0.05327199399471283,0.2330693155527115,-0.44782745838165283,-0.12152327597141266,-0.8667733073234558,0.15474162995815277,-0.04165251553058624,0.04654316604137421,0.9953910112380981,-0.13807740807533264,-2.3306398391723633,0.0807957798242569,-0.15100383758544922,1.5415935516357422,0.6961506009101868,-0.06633433699607849,0.8177688121795654,-0.27808988094329834,0.10748119652271271,0.9494454860687256,0.16017481684684753,0.5588849186897278,0.5023828148841858,-0.08127830922603607,-0.28113895654678345,0.17936494946479797,-0.3334246277809143,-0.03506560996174812,-0.30984142422676086,0.14864365756511688,0.018554773181676865,-0.059987954795360565,-0.1251937747001648,-0.8882231116294861,0.02014317363500595,0.6244947910308838,-0.2428530603647232,-0.7010310292243958,0.08494553714990616,-1.581136703491211,-0.21126388013362885,0.19009220600128174,-0.21823228895664215,-0.24944499135017395,-0.5322191715240479,0.00284183188341558,-0.26191431283950806,-0.22059477865695953,-0.01103880163282156,-0.4163886308670044,-0.04203183203935623,-0.10794777423143387,-0.3281528055667877,0.4007987678050995,0.3865703344345093
60034:130	-0.09853808581829071,0.3204846978187561,0.33067038655281067,-0.38861167430877686,-0.17532357573509216,0.04678456857800484,-0.24088045954704285,0.25804588198661804,0.0006832283106632531,-0.05224579945206642,0.11344059556722641,0.144105464220047,0.4076610505580902,0.025383802130818367,-0.0016295153181999922,-0.37769415974617004,0.14930211007595062,0.30989354848861694,-0.5343571305274963,0.2324458211660385,0.20370185375213623,-0.03390369936823845,0.24188204109668732,-0.055895838886499405,0.06600625067949295,-0.12387380003929138,-0.15942944586277008,-0.5684164762496948,0.0734499841928482,-0.28336092829704285,0.005926903337240219,0.5719625353813171,-0.11997562646865845,0.1742057204246521,0.0757410004734993,0.3885943293571472,0.0026841836515814066,0.2707394063472748,-0.08975658565759659,-0.197869673371315,-0.4799605906009674,-0.24165977537631989,0.07648975402116776,-0.42592254281044006,-0.19274958968162537,0.0033569990191608667,0.202050119638443,-0.41037389636039734,0.0013075523311272264,-0.8750224709510803,-0.00039885504520498216,-0.03791002184152603,0.007287871558219194,1.1744507551193237,-0.10401845723390579,-2.399766445159912,0.09841453284025192,-0.20188143849372864,1.6651288270950317,0.6787596344947815,-0.1544620394706726,0.8695139288902283,-0.3812820315361023,0.12533725798130035,0.9273430705070496,0.08856948465108871,0.47241097688674927,0.3859744966030121,0.17784927785396576,-0.36624282598495483,0.06486470252275467,-0.4097144901752472,-0.027333030477166176,-0.5040121674537659,0.19664297997951508,0.0005043264245614409,-0.19595463573932648,0.07513931393623352,-0.9000325798988342,0.11922251433134079,0.746426522731781,-0.013254102319478989,-0.5688949823379517,0.0808463767170906,-1.7050180435180664,-0.21095049381256104,0.12402980774641037,-0.05095867067575455,-0.4249893128871918,-0.41306883096694946,-0.2002098709344864,-0.17965008318424225,-0.18832404911518097,-0.04138229787349701,-0.5702061057090759,0.016581008210778236,-0.17769865691661835,-0.32972028851509094,0.5430036187171936,0.3597610890865326
60333:19	0.23921170830726624,0.2651776075363159,0.26893526315689087,-0.27722370624542236,-0.4086669385433197,0.13208921253681183,-0.0896650031208992,0.18066862225532532,0.10146184265613556,-0.022521616891026497,0.16184383630752563,-0.03624207153916359,0.34285175800323486,0.15893878042697906,0.2233273684978485,-0.2589253783226013,-0.16709302365779877,0.06794631481170654,-0.4012034237384796,0.2857169210910797,0.028864769265055656,0.09194368869066238,0.1249123141169548,0.09766457974910736,0.16335034370422363,0.12253614515066147,-0.13808180391788483,-0.6992954015731812,0.05327393114566803,-0.14350837469100952,0.167129248380661,0.6897312998771667,0.14597894251346588,0.3338756263256073,-0.10540899634361267,0.41981473565101624,0.09072753041982651,0.43068885803222656,0.050049133598804474,-0.13358353078365326,-0.33314794301986694,0.015821704640984535,0.22072678804397583,-0.7074839472770691,-0.09273750334978104,0.05536176264286041,0.24337337911128998,-0.33177483081817627,0.17070962488651276,-0.6732046604156494,-0.08220923691987991,-0.02931446023285389,-0.08653254061937332,0.8067784905433655,-0.14311037957668304,-1.6207784414291382,0.1272074580192566,0.028219075873494148,0.7833741307258606,0.4971488118171692,0.17418572306632996,0.9885689616203308,-0.14403192698955536,0.2010514885187149,0.5823384523391724,0.03975129872560501,0.5601292252540588,0.16243384778499603,0.13572439551353455,-0.1583227813243866,0.07321382313966751,-0.1841483861207962,0.1575620025396347,-0.1823064535856247,-0.013714103028178215,0.05395922437310219,-0.08729546517133713,-0.025702999904751778,-0.7907715439796448,-0.031361307948827744,0.378030002117157,0.009697923436760902,-0.4850338399410248,0.2497405707836151,-1.3045798540115356,-0.19249305129051208,0.06066584587097168,-0.17830291390419006,-0.6185222864151001,-0.1708674430847168,-0.11946462094783783,-0.15803872048854828,0.15478447079658508,-0.020510289818048477,-0.46606165170669556,-0.023874618113040924,-0.16483275592327118,-0.3412175476551056,0.3252035975456238,0.28151407837867737
60662:8	-0.28516891598701477,-0.09618999063968658,0.3446991443634033,-0.45202702283859253,0.03197840228676796,0.07191158831119537,-0.32321804761886597,0.15017661452293396,-0.08488769829273224,0.011773301288485527,0.2941531836986542,-0.10402437299489975,0.39706701040267944,0.08689600229263306,0.08180799335241318,-0.31092560291290283,0.1845020055770874,-0.32766300439834595,-0.33499228954315186,0.016933012753725052,0.05205471068620682,-0.193340003490448,0.19387051463127136,0.15873458981513977,0.19938400387763977,-0.2673688530921936,0.19047079980373383,-0.12795300781726837,-0.13351064920425415,0.029551994055509567,0.07954519242048264,0.293030321598053,-0.29765400290489197,0.003175801131874323,-0.25965601205825806,0.14128099381923676,0.08748070895671844,0.33694398403167725,-0.09999959915876389,0.02219340205192566,-0.5660699605941772,-0.4269929826259613,-0.10134309530258179,-0.15252350270748138,-0.0030130953527987003,0.0003542959748301655,0.28625673055648804,-0.4522619843482971,0.03265850245952606,-0.5463939905166626,0.22629192471504211,0.14527133107185364,0.10655389726161957,0.9955469965934753,-0.20867820084095,-2.5084800720214844,-0.04036039486527443,-0.24146699905395508,1.9705899953842163,0.7232910394668579,-0.19248300790786743,0.5631219744682312,-0.11463408172130585,0.0024980127345770597,0.737544059753418,-0.20357899367809296,0.3757537007331848,0.2343183308839798,0.5987576246261597,0.0593239888548851,-0.08479408919811249,-0.21634428203105927,-0.03307420015335083,-0.476238876581192,0.3042439818382263,0.1803896129131317,-0.13165168464183807,0.16652940213680267,-1.2539570331573486,-0.1498405933380127,0.7880379557609558,0.08199380338191986,-0.1843767613172531,0.2963547110557556,-1.480902075767517,-0.2921420931816101,-0.1367974579334259,0.00690770149230957,0.016263995319604874,-0.45284098386764526,0.3531094193458557,-0.0990528017282486,-0.23404797911643982,0.32548287510871887,-0.69998699426651,0.024723896756768227,-0.09417501837015152,-0.3897884786128998,0.7674053907394409,0.42398601770401
60699:26	-0.00760283088311553,0.37219667434692383,0.1878136843442917,-0.2784116864204407,0.24342000484466553,-0.05002334713935852,-0.2843778431415558,0.20724616944789886,-0.013102336786687374,-0.005864004138857126,0.07068616896867752,-0.11270882934331894,0.36750999093055725,0.07260732352733612,0.2612033188343048,-0.3205985128879547,0.07983332127332687,0.04911583289504051,-0.5764887928962708,0.40590664744377136,0.15795500576496124,-0.12159416079521179,0.4142516553401947,0.11226216703653336,0.11102167516946793,-0.14802666008472443,-0.012622833251953125,-0.4802033603191376,-0.28674525022506714,-0.3939549922943115,-0.15517999231815338,0.7060561776161194,-0.325273334980011,0.20142151415348053,0.00816500186920166,0.24890168011188507,0.1780543327331543,0.42330166697502136,-0.38532671332359314,-0.08191750198602676,-0.6555716395378113,-0.4071733057498932,0.11024632304906845,-0.2849312424659729,-0.0632796660065651,-0.06365682929754257,0.4046616554260254,-0.39954665303230286,0.2478957176208496,-0.5855083465576172,-0.25294065475463867,-0.043388307094573975,-0.18293499946594238,1.359871506690979,-0.003394653322175145,-2.407583475112915,0.07841283828020096,-0.38824334740638733,1.4753834009170532,0.798229992389679,-0.20824165642261505,0.7555566430091858,-0.02842850051820278,0.223962664604187,0.7572950720787048,-0.1936408281326294,0.7878583073616028,0.23327000439167023,0.6799858212471008,-0.2564791738986969,0.13296668231487274,-0.39449217915534973,-0.04402666911482811,-0.4896121919155121,0.22772498428821564,0.13795848190784454,-0.15608100593090057,0.19649483263492584,-1.0237582921981812,0.13471166789531708,0.9029833674430847,0.09063667058944702,-0.2983766794204712,0.18084897100925446,-1.5689500570297241,-0.29552164673805237,0.04291166737675667,-0.12439417839050293,-0.2468000054359436,-0.4486883580684662,-0.051155995577573776,-0.4108966588973999,-0.3160383403301239,-0.06465879082679749,-0.7295849323272705,0.20377998054027557,-0.5008082985877991,-0.5231516361236572,0.6635833382606506,0.5436699986457825
60926:36	-0.13603655993938446,0.3050891160964966,0.30744704604148865,-0.29543164372444153,-0.22873951494693756,0.1690283864736557,-0.05845717713236809,0.38484352827072144,-0.08139769732952118,-0.12117122858762741,0.1764640361070633,0.09662207216024399,0.34173765778541565,0.07464613020420074,0.301630437374115,-0.3187517523765564,0.09083517640829086,0.13100962340831757,-0.44880402088165283,0.18799754977226257,0.33151182532310486,0.2004714459180832,0.3040176033973694,0.0031783217564225197,0.24396948516368866,0.04860512539744377,-0.3736723065376282,-0.49445217847824097,0.1610700637102127,-0.2771880626678467,-0.2031017541885376,0.5064442753791809,0.08302521705627441,-0.0122736981138587,-0.029458124190568924,0.43985867500305176,-0.042327478528022766,0.19654998183250427,0.04680570214986801,-0.12311768531799316,-0.2970781922340393,-0.2544778883457184,0.11759310215711594,-0.42698490619659424,-0.15337543189525604,0.0037991248536854982,0.131895512342453,-0.2867434620857239,0.04391217231750488,-0.665831446647644,-0.06607480347156525,-0.024033531546592712,-0.019736474379897118,0.9971131086349487,-0.1639213114976883,-2.2250308990478516,0.045833125710487366,-0.03315900266170502,1.478886365890503,0.47017723321914673,-0.0739637166261673,0.8171055912971497,-0.31772902607917786,0.07452715188264847,0.6649609208106995,0.09129581600427628,0.5384555459022522,0.20535258948802948,0.11894125491380692,-0.1896439492702484,-0.11154799163341522,-0.32794520258903503,-0.031744569540023804,-0.390838086605072,0.1352051943540573,0.04560895636677742,-0.042485784739255905,0.043586041778326035,-0.5632550120353699,-0.013746734708547592,0.6004114747047424,-0.017971351742744446,-0.5562300086021423,0.1884099692106247,-1.200737476348877,-0.17852137982845306,0.10362418740987778,-0.12588393688201904,-0.2404199093580246,-0.2771914601325989,-0.10918501019477844,-0.23937349021434784,-0.12344852834939957,-0.017500266432762146,-0.5579502582550049,0.07840513437986374,-0.20009669661521912,-0.08051452040672302,0.4457058608531952,0.20306935906410217
60960:37	-0.11335783451795578,0.026197513565421104,0.18610449135303497,-0.37734177708625793,-0.07001257687807083,0.14581717550754547,0.023494495078921318,0.5276243090629578,-0.1397218257188797,-0.07044366002082825,0.3095840811729431,0.09200567752122879,0.27099916338920593,-0.04192982241511345,0.37467870116233826,-0.4583984613418579,0.1212700828909874,-0.029252657666802406,-0.3631613552570343,0.20796515047550201,0.30139997601509094,0.03870875760912895,0.26550164818763733,0.028023168444633484,0.1622374951839447,-0.2551993727684021,-0.023075325414538383,-0.30535873770713806,0.001436414779163897,-0.0017043277621269226,0.024022182449698448,0.3629603683948517,-0.22922424972057343,0.276296466588974,-0.09303749352693558,0.2399662584066391,-0.17198233306407928,0.25074586272239685,-0.2106984257698059,-0.08029565960168839,-0.6512417793273926,-0.20671117305755615,0.0021523411851376295,-0.01117154210805893,0.07231742143630981,0.03765574097633362,0.14085300266742706,-0.40569639205932617,0.11074795573949814,-0.5253158211708069,-0.2622196674346924,-0.1383010745048523,0.03367501124739647,1.0949041843414307,-0.5353783369064331,-2.172182559967041,0.023185590282082558,-0.3052593171596527,1.6027050018310547,0.6754817366600037,-0.15293942391872406,0.9464418292045593,-0.09635458141565323,0.030593087896704674,0.6699579358100891,0.16078366339206696,0.27706244587898254,0.2817053496837616,0.08926317095756531,-0.03609500452876091,-0.010924168862402439,-0.1825246810913086,0.0005095030064694583,-0.3680649995803833,-0.11915192753076553,0.25524547696113586,-0.10224515944719315,-0.004386243876069784,-0.8932192921638489,0.12648482620716095,0.6604800224304199,-0.16463591158390045,-0.14529667794704437,0.02541564404964447,-1.458196759223938,-0.15984417498111725,0.03520958498120308,-0.12908391654491425,-0.11822566390037537,-0.058419156819581985,-0.16877473890781403,-0.05965500697493553,-0.24126432836055756,0.1673685908317566,-0.7664766311645508,-0.1428634226322174,-0.19860641658306122,-0.29025664925575256,0.6351603269577026,0.19658441841602325
